isotope, &, Solar Abun, &, Main S, &, Weak S, &, R, &, Nu-P, &, Gamma, &, SNIa, &, Massive, &, BBN, &, GCR Spallation, &, Novae/Pri GCR/Nu, &, H-Burn
              S36                &    1.9483255e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.48643761                &       0.51356239                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cl35                &    1.0653283e-07                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.081808000                &       0.91819200                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cl37                &    3.4065582e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.11643288                &       0.88356712                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ar36                &    2.1329387e-06                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.21448441                &       0.78551559                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ar38                &    3.8780613e-07                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.28118737                &       0.71881263                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ar40                &    6.0578294e-10                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.39799409                &       0.60200591                &          \nodata                &          \nodata                &          \nodata                &          \nodata
              K39                &    9.5341904e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.051019700                &       0.94898030                &          \nodata                &          \nodata                &          \nodata                &          \nodata
              K40                &    1.5000075e-10                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata
              K41                &    6.8806039e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.060742454                &       0.93925755                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ca40                &    1.5924763e-06                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.29717804                &       0.70282196                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ca42                &    1.0629270e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.19291448                &       0.80708552                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ca43                &    2.2178539e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.017125149                &       0.98287485                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ca44                &    3.4269947e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.057916554                &       0.94208345                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ca46                &    6.5714196e-11                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.95773356                &      0.042266444                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ca48                &    3.0721380e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.31646806                &       0.68353194                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Sc45                &    9.3721626e-10                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.032638852                &       0.96736115                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ti46                &    5.5503092e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.35089508                &       0.64910492                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ti47                &    5.0039590e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &      0.049989235                &       0.95001076                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ti48                &    4.9602228e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.26472401                &       0.73527599                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ti49                &    3.6394249e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.35295128                &       0.64704872                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ti50                &    3.4887081e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.99991725                &    8.2745998e-05                &          \nodata                &          \nodata                &          \nodata                &          \nodata
              V50                &    1.9458280e-11                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.17784000                &       0.82216000                &          \nodata                &          \nodata                &          \nodata                &          \nodata
              V51                &    7.7732055e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.42348914                &       0.57651086                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cr50                &    1.5468949e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.76507575                &       0.23492425                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cr52                &    2.9829125e-07                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.56428857                &       0.43571143                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cr53                &    3.3822212e-08                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.72937165                &       0.27062835                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cr54                &    8.4183516e-09                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.99111713                &     0.0088828689                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mn55                &    2.5087567e-07                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.86895585                &       0.13104415                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Fe54                &    1.3481127e-06                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.96648689                &      0.033513113                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Fe56                &    2.1162478e-05                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.69350000                &       0.30650000                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Fe57                &    4.8875709e-07                &          \nodata                &    0.00013966101                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.99986034                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Fe58                &    6.5018466e-08                &          \nodata                &      0.017942439                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.98205756                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Co59                &    6.3816711e-08                &          \nodata                &     0.0089663557                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.99103364                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ni58                &    9.0815628e-07                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ni60                &    3.4988459e-07                &          \nodata                &     0.0038009522                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.99619905                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ni61                &    1.5206442e-08                &          \nodata                &      0.037352648                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.96264735                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ni62                &    4.8484790e-08                &          \nodata                &      0.073328137                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.92667186                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ni64                &    1.2347645e-08                &          \nodata                &       0.28123639                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.71876361                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cu63                &    1.0183651e-08                &     0.0070000000                &       0.16079408                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.83220592                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Cu65                &    4.5381382e-09                &      0.019000000                &       0.72697455                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.25402545                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zn64                &    1.7152724e-08                &     0.0010000000                &      0.066727307                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.93227269                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zn66                &    9.8408585e-09                &     0.0090000000                &       0.26975385                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.72124615                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zn67                &    1.4461476e-09                &      0.014000000                &       0.40784899                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.57815101                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zn68                &    6.6134797e-09                &      0.020000000                &       0.51883879                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &       0.46116121                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zn70                &    2.1868572e-10                &     0.0010000000                &          \nodata                &       0.99900000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ga69                &    5.9779025e-10                &      0.032000000                &       0.74111011                &       0.22688989                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ga71                &    3.9673834e-10                &      0.053000000                &       0.94700000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ge70                &    6.6233174e-10                &      0.054000000                &       0.94600000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ge72                &    8.6283410e-10                &      0.070000000                &       0.68006529                &       0.24993471                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ge73                &    2.4070896e-10                &      0.067000000                &       0.68794715                &       0.24505285                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ge74                &    1.1211354e-09                &      0.081000000                &       0.67320201                &       0.24579799                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ge76                &    2.3219355e-10                &     0.0010000000                &          \nodata                &       0.99900000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             As75                &    1.6585044e-10                &      0.055000000                &       0.44733542                &       0.49766458                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Se74                &    1.6321815e-11                &          \nodata                &       0.50000000                &          \nodata                &       0.50000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Se76                &    1.7195739e-10                &       0.14500000                &       0.85500000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Se77                &    1.4017657e-10                &      0.068000000                &       0.39060895                &       0.54139105                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Se78                &    4.3644769e-10                &       0.15300000                &       0.65758634                &       0.18941366                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Se80                &    9.1077162e-10                &      0.089000000                &     0.0091355565                &       0.90186444                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Se82                &    1.6029894e-10                &     0.0010000000                &          \nodata                &       0.99900000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Br79                &    1.4767734e-10                &      0.074000000                &       0.17794539                &       0.74805461                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Br81                &    1.4367984e-10                &      0.093000000                &       0.39874155                &       0.50825845                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Kr78                &    5.5028038e-12                &          \nodata                &       0.50000000                &          \nodata                &       0.50000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Kr80                &    3.5341316e-11                &      0.098000000                &       0.75200000                &          \nodata                &       0.15000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Kr82                &    1.7706975e-10                &       0.28700000                &       0.68300000                &          \nodata                &      0.030000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Kr83                &    1.7541822e-10                &       0.10700000                &       0.25633525                &       0.63666475                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Kr84                &    8.6451171e-10                &       0.13800000                &       0.17149660                &       0.69050340                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Kr86                &    2.6142883e-10                &       0.18900000                &          \nodata                &       0.81100000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Rb85                &    1.3932211e-10                &       0.17500000                &       0.31574531                &       0.50925469                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Rb87                &    5.7338728e-11                &       0.28000000                &          \nodata                &       0.72000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Sr84                &    3.5322167e-12                &          \nodata                &       0.50000000                &          \nodata                &       0.50000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Sr86                &    6.2460786e-11                &       0.56000000                &       0.44000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Sr87                &    4.3650718e-11                &       0.55300000                &       0.44700000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Sr88                &    5.2333392e-10                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
              Y89                &    1.2610329e-10                &       0.98100000                &      0.019000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zr90                &    1.5088799e-10                &       0.76500000                &      0.014921445                &       0.22007855                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zr91                &    3.2912533e-11                &       0.95200000                &      0.012733524                &      0.035266476                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zr92                &    5.0282302e-11                &       0.90500000                &     0.0068139826                &      0.088186017                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zr94                &    5.0968531e-11                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Zr96                &    8.2083375e-12                &       0.46300000                &          \nodata                &       0.53700000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Nb93                &    2.1208576e-11                &       0.91400000                &     0.0033698230                &      0.082630177                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mo92                &    1.0074886e-11                &          \nodata                &          \nodata                &          \nodata                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mo94                &    6.3478041e-12                &     0.0080000000                &          \nodata                &          \nodata                &       0.99200000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mo95                &    1.0985573e-11                &       0.66100000                &     0.0035929776                &       0.33540702                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mo96                &    1.1564410e-11                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mo97                &    6.6583479e-12                &       0.61100000                &     0.0055470823                &       0.38345292                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Mo98                &    1.6918647e-11                &       0.79400000                &     0.0086179025                &       0.19738210                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Mo100                &    6.8143478e-12                &      0.043000000                &          \nodata                &       0.95700000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ru96                &    2.6863586e-12                &          \nodata                &          \nodata                &          \nodata                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ru98                &    9.0585843e-13                &          \nodata                &          \nodata                &          \nodata                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
             Ru99                &    6.1841029e-12                &       0.30400000                &     0.0036488212                &       0.69235118                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Ru100                &    6.1068371e-12                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Ru101                &    8.2694484e-12                &       0.16300000                &     0.0023071001                &       0.83469290                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Ru102                &    1.5294067e-11                &       0.45700000                &          \nodata                &       0.54300000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Ru104                &    9.0261077e-12                &      0.022000000                &          \nodata                &       0.97800000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Rh103                &    1.0078441e-11                &       0.15700000                &          \nodata                &       0.84300000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Pd102                &    3.7684275e-13                &          \nodata                &          \nodata                &          \nodata                &       0.25000000                &       0.75000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Pd104                &    4.1157141e-12                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Pd105                &    8.2499014e-12                &       0.14600000                &          \nodata                &       0.85400000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Pd106                &    1.0097166e-11                &       0.54500000                &          \nodata                &       0.45500000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Pd108                &    9.7757454e-12                &       0.69500000                &          \nodata                &       0.30500000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Pd110                &    4.3299972e-12                &      0.028000000                &          \nodata                &       0.97200000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Ag107                &    6.8981989e-12                &       0.15900000                &          \nodata                &       0.84100000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Ag109                &    6.4087164e-12                &       0.27100000                &          \nodata                &       0.72900000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd106                &    5.3522147e-13                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd108                &    3.8107772e-13                &     0.0040000000                &          \nodata                &          \nodata                &          \nodata                &       0.99600000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd110                &    5.3479329e-12                &        1.0000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd111                &    5.4806680e-12                &       0.35400000                &          \nodata                &       0.64600000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd112                &    1.0331917e-11                &       0.70000000                &          \nodata                &       0.30000000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd113                &    5.2323248e-12                &       0.40200000                &          \nodata                &       0.59800000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd114                &    1.2301534e-11                &       0.83700000                &          \nodata                &       0.16300000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
            Cd116                &    3.2070470e-12                &       0.15800000                &          \nodata                &       0.84200000                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata                &          \nodata
