# iso_Zs, amu, abu_array, sproc, wsproc, rproc, nproc, gproc, w7, massive2, bbn, gcr, novae_priGCR_nu, h_burn
1.0000000,1.007825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7454468781782552,0.0,0.0,0.0
1.0000000,2.014102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.144866545984265e-05,0.0,0.0,0.0
2.0000000,3.016029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.062365779639386e-06,0.0,0.0,4.4101054699532405e-06
2.0000000,4.002603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06212432259706996,0.0,0.0,0.006964004014550038
3.0000000,6.015122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.599105662307094e-11,8.397913212049886e-11,0.0
3.0000000,7.016004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725495880561072e-10,4.382617964483116e-10,7.500612703232864e-10,0.0
4.0000000,9.012182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.424036939163651e-12,1.3272110817490954e-11,0.0
5.0000000,10.012937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4789321046972157e-11,7.436796314091646e-11,0.0
5.0000000,11.009305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023878100730949e-10,3.007163430219285e-10,0.0
6.0000000,12.0,0.0,0.0,0.0,0.0,0.0,2.8107075451602758e-06,0.0002478905902481139,0.0,0.0,0.0,0.0
6.0000000,13.003355,0.0,0.0,0.0,0.0,0.0,5.733858792965115e-11,2.622889874867321e-06,0.0,0.0,0.0,0.0
7.0000000,14.003074,0.0,0.0,0.0,0.0,0.0,2.7628608808079874e-10,6.0630803164668454e-05,0.0,0.0,0.0,0.0
7.0000000,15.000109,0.0,0.0,0.0,0.0,0.0,4.634140071120645e-13,1.3717392350733792e-07,0.0,0.0,0.0,0.0
8.0000000,15.994915,0.0,0.0,0.0,0.0,0.0,4.352889277802504e-06,0.0004555917501531129,0.0,0.0,0.0,0.0
8.0000000,16.999132,0.0,0.0,0.0,0.0,0.0,1.0122912812106119e-11,1.6135814007619169e-07,0.0,0.0,0.0,0.0
