; Lodders 2020 composition
; (compiled by Kanishk Padandey, updated by Chris West, Lodders priv. comm.)
Ba132	1.68794531196374E-11
Ba134	4.09249586059037E-10
Ba135	1.12451139577207E-09
Ba136	1.34954097910201E-09
Ba137	1.94444394761358E-09
Ba138	1.25028865078272E-08
La138	1.61221753719401E-12
La139	1.77125439432568E-09
Ce136	8.17950798279659E-12
Ce138	1.11510092559052E-11
Ce140	4.00405027121130E-09
Ce142	5.10332322942144E-10
Pr141	6.85876873084639E-10
Nd142	9.20811742125801E-10
Nd143	4.12185507328550E-10
Nd144	8.19313912692673E-10
Nd145	3.04665860782851E-10
Nd146	5.99695057425937E-10
Nd148	2.02845192764470E-10
Nd150	2.01295252474443E-10
Sm144	3.33900952208285E-11
Sm147	1.71196788507450E-10
Sm148	1.25412036671007E-10
Sm149	1.55178147057567E-10
Sm150	8.32293401670973E-11
Sm152	3.06215809571252E-10
Sm154	2.63855824444569E-10
Eu151	2.00780015502674E-10
Eu153	2.22080514301627E-10
Gd152	5.35501878258045E-13
Gd154	3.22607493335964E-11
Gd155	2.20349409790150E-10
Gd156	3.06683494978072E-10
Gd157	2.36044971294100E-10
Gd158	3.76919448691101E-10
Gd160	3.36033694682086E-10
Tb159	2.76094503995935E-10
Dy156	2.08071450135073E-13
Dy158	1.68998306809755E-12
Dy160	4.21299596557104E-11
Dy161	3.43852953923049E-10
Dy162	4.66707486546251E-10
Dy163	4.58837324954171E-10
Dy164	5.24039734729152E-10
Ho165	4.08329240120304E-10
Er162	1.60349334799367E-12
Er164	1.86971747620924E-11
Er166	3.96038764013166E-10
Er167	2.71966376684595E-10
Er168	3.22754634267287E-10
Er170	1.80505311012586E-10
Tm169	1.88906765891956E-10
Yb168	1.45063076425210E-12
Yb170	3.55302040689863E-11
Yb171	1.68822327899540E-10
Yb172	2.61429788544752E-10
Yb173	1.95256540393389E-10
Yb174	3.90565248899812E-10
Yb176	1.60307948042984E-10
Lu175	1.79724857666017E-10
Lu176	5.24614746522376E-12
Hf174	1.20865760630094E-12
Hf176	3.94945019159882E-11
Hf177	1.41964458686687E-10
Hf178	2.09475259394427E-10
Hf179	1.05163027830635E-10
Hf180	2.72428824749439E-10
Ta180	1.29299154332113E-14
Ta181	1.08245178230341E-10
W180	8.60502711277208E-13
W182	1.92451180939012E-10
W183	1.04528166947425E-10
W184	2.24995301974118E-10
W186	2.10994976469996E-10
Re185	1.00129561391652E-10
Re187	1.82603869718491E-10
Os184	6.60554226020464E-13
Os186	5.37794638475351E-11
Os187	4.39313673073763E-11
Os188	4.53543567997292E-10
Os189	5.56138920671417E-10
Os190	9.09288099289284E-10
Os192	1.42793233996985E-09
Ir191	1.25101536212305E-09
Ir193	2.12750948940615E-09
Pt190	8.49265020376836E-13
Pt192	5.24918694738995E-11
Pt194	2.19224681750488E-09
Pt195	2.26934974959198E-09
Pt196	1.70736034106291E-09
Pt198	4.98428927814310E-10
Au197	1.06804979177375E-09
Hg196	3.16857676789788E-12
Hg198	2.07296354404871E-10
Hg199	3.51558945725850E-10
Hg200	4.82657663563613E-10
Hg201	2.76102182114001E-10
Hg202	6.26650221577926E-10
Hg204	1.45071770341349E-10
Tl203	2.98241990277675E-10
Tl205	7.18948287602085E-10
Pb204	3.74185607513098E-10
Pb206	3.51633898002940E-09
Pb207	3.91009188693663E-09
Pb208	1.12459832731504E-08
Bi209	8.21017867145807E-10
Th232	2.71410763705589E-10
U234	6.46075743880310E-15
U235	3.78958236057279E-11
U238	1.19547307905239E-10
