2.636310421342017915e-04,8.718506905094269767e-05,2.363506517878250727e-03,9.798500114891477326e-04,1.961636239705764895e-03,8.196991704853387505e-04,2.601547281047120533e-03,1.068443605275976559e-03,1.780034976531040883e-02,1.402179936577723504e-03,6.887020390511765927e-03,1.055590208880170452e-02,2.486629226850099652e-03,3.183264578208577084e-02,4.491834840677226721e-03,7.803444856511747470e-03,5.843890653383448930e-03,1.091407267433541599e-02,3.312865726209816581e-03,1.760349169195100580e-02,1.653697767023315068e-03,5.957430366282123226e-03,2.379047960778135889e-03,9.665041297826845734e-03,1.714771349649231794e-03,9.460697248379191897e-04,3.990569157093207600e-03,3.541150153901269620e-03,1.315681945544680195e-02,5.010386049163841754e-03,3.690235051723369381e-02,6.042335119632892375e-03,2.440072654177345354e-02,1.768763707772534263e-02,3.011085510936852283e-01,9.379108284083381708e-02,7.935843313690151002e-02,2.598304288627608510e-02,4.359931381465000089e-02,1.446073312524022436e-02,4.492708133353697647e-02,3.983465287823292379e-03,9.882805529726961663e-03,3.230738264504197550e-03,1.037989992658601250e-02,1.323501196554727503e-03,4.891400127439284561e-03,1.015619140496305936e-03,9.793647318710453631e-02
0.000000000000000000e+00,3.969829162182544832e-15,2.523366729362475558e-04,1.115124166581396570e-04,2.477523171308399354e-04,1.064958037007602973e-04,3.684914724303685134e-04,1.552135435732779074e-04,7.398101422218236745e-03,2.134220370908774655e-04,2.293291921145347318e-03,3.662463492332262982e-03,8.694019545306912568e-04,1.275629350547793223e-02,1.821462264593816513e-03,3.229958280926659327e-03,2.454383961373194246e-03,4.710639505400781094e-03,1.440745682515515245e-03,7.990841995530828176e-03,7.533028637146586782e-04,2.748695500549279327e-03,1.103097474649976806e-03,4.574427590695547864e-03,8.143841426203638975e-04,4.792731338582880102e-04,1.910999730314105445e-03,1.711334671176185061e-03,6.531090438881623564e-03,2.511167041176560338e-03,1.998840132317427146e-02,3.308194474483073903e-03,1.397614037759990942e-02,1.044890860982941247e-02,2.813729506846999739e-01,9.816072431475750260e-02,9.194719318151008125e-02,3.120439296241492647e-02,5.587853219714701558e-02,1.897385596991769605e-02,6.377894285892918291e-02,5.700336175742820762e-03,1.443515889263325726e-02,4.752033928492643139e-03,1.562683283002689466e-02,1.998721497616163731e-03,7.473801861635850745e-03,1.555684244328131615e-03,1.861986127778549327e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.870128300942956463e-04,8.264455845110673206e-05,1.836170936268087940e-04,7.892768629488116619e-05,2.731119585144324655e-04,1.150399322884865710e-04,6.125596846461521180e-03,1.581883259441923693e-04,1.866302848968330120e-03,2.980955708521363517e-03,7.076437900520699768e-04,1.042980362716699853e-02,1.489839049821133294e-03,2.643835063935256156e-03,2.010104926900083133e-03,3.862406574809623596e-03,1.181699676705855444e-03,6.568620853756916567e-03,6.193398998675755289e-04,2.261433111181958364e-03,9.077936373029490752e-04,3.769035173770902188e-03,6.711347025192303858e-04,3.968744437569702113e-04,1.575639956729448475e-03,1.411859924826070010e-03,5.397934760442199727e-03,2.076842164175014046e-03,1.664687270856240325e-02,2.757776758075502956e-03,1.170384943457094748e-02,8.779014651346438505e-03,2.645589188683224457e-01,9.475710820802396572e-02,9.115719763758187155e-02,3.122759576905549325e-02,5.696747325958761293e-02,1.947314715469032273e-02,6.711803761206867891e-02,6.013440935092602413e-03,1.532628135803981544e-02,5.056435202828575733e-03,1.675303218125869312e-02,2.144892421273810780e-03,8.050833953881651045e-03,1.677142396397099562e-03,2.197977103624566553e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.849343961125759612e-13,2.570362811465531308e-09,1.484116718925310930e-09,1.995414021915329055e-08,1.059165743445942594e-08,2.019884889654969054e-03,2.311441646384265144e-08,5.237717980755411153e-04,8.373607824141885521e-04,1.988155170187824142e-04,3.040466456114275604e-03,4.356594796650121071e-04,7.776613533824987398e-04,5.938550155762479859e-04,1.151640471448781488e-03,3.532551359692823472e-04,1.998386052163204744e-03,1.886882030439708850e-04,6.926816829621165522e-04,2.786409475241571464e-04,1.167750952355217208e-03,2.082596653575242030e-04,1.278620838951129873e-04,4.908269853705307011e-04,4.418681294604161745e-04,1.713152881401958918e-03,6.624661696744547261e-04,5.602231787047661470e-03,9.346965203776097606e-04,4.102922662714419098e-03,3.152404050930706410e-03,1.953649428723261416e-01,7.839931960260511368e-02,8.397688141510192827e-02,2.980166388432575059e-02,5.821440403869986707e-02,2.037353207321484713e-02,7.662628401898909092e-02,6.920791246745400943e-03,1.801456590373616204e-02,5.985524089653140693e-03,2.031614175975656258e-02,2.609268782983827171e-03,9.912025539236880498e-03,2.070082807490751780e-03,3.597193045761574726e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.263949708124151876e-10,3.617682184371155042e-10,4.989028792268474457e-09,2.654732644336650044e-09,1.574174580653850105e-03,5.833721241468866112e-09,4.081447255970610468e-04,6.523024674814552424e-04,1.548670312327681551e-04,2.350556734280418326e-03,3.365956476040554224e-04,6.001341678188420450e-04,4.578953264600521262e-04,8.864230001678263717e-04,2.717695181783789417e-04,1.532591260370988256e-03,1.446716864000471229e-04,5.305972875448807576e-04,2.133629426410062213e-04,8.927698063877284726e-04,1.591774285084901768e-04,9.719891470753367528e-05,3.749105295662743501e-04,3.372660683967079135e-04,1.304769187483787720e-03,5.041595166206390725e-04,4.236395243062849800e-03,7.062494325348492395e-04,3.090234823515055924e-03,2.369682690221311221e-03,1.717722917377750569e-01,7.050661652021385228e-02,7.752600647617612084e-02,2.775147513218924333e-02,5.524309779628306522e-02,1.945977342825347747e-02,7.526683842523543277e-02,6.814801375734462312e-03,1.785726138102723681e-02,5.946502766766733651e-03,2.034363855766829418e-02,2.615456767966098210e-03,9.974792593422369957e-03,2.084914515559926993e-03,4.126496180426460492e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.273801698530006822e-26,1.807425741955004611e-11,1.055013215892265230e-11,1.115043176515851872e-03,2.905816141828992568e-11,2.890855097692053241e-04,4.619381529382623770e-04,1.096674827366497996e-04,1.651698837911037268e-03,2.363682901724853890e-04,4.209210059070100604e-04,3.208665818512819456e-04,6.199806019681048221e-04,1.899800607104219535e-04,1.067574157451907802e-03,1.007471804240799625e-04,3.691040948149705266e-04,1.483618778205784722e-04,6.196447090582149530e-04,1.104465584961111129e-04,6.697560382841081725e-05,2.599386036672480019e-04,2.336290692048273161e-04,9.014264246650138595e-04,3.479767468876103563e-04,2.897555759570108209e-03,4.824865189364857575e-04,2.100305945590364917e-03,1.605079301584987593e-03,1.430886508575371086e-01,6.029879760174858966e-02,6.842494881553333463e-02,2.474613631470360189e-02,5.040168335445922160e-02,1.789324489231622003e-02,7.166083434090091131e-02,6.507703002853134494e-03,1.719136989509320590e-02,5.740241471132674633e-03,1.982808890237638955e-02,2.552315431204555014e-03,9.780767358395805328e-03,2.046408688623120760e-03,4.831120067629583459e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017059909032318458e-11,5.936684536885459228e-12,9.959792482526410185e-04,1.635137378056837893e-11,2.582169785285526428e-04,4.126108750850235904e-04,9.795674886663325047e-05,1.473540286108433132e-03,2.108512700726749894e-04,3.754076694976898367e-04,2.861300722332394092e-04,5.526907162591734955e-04,1.693456745529176184e-04,9.510427981819099229e-04,8.974572498507986569e-05,3.287369029271877620e-04,1.321266005751550255e-04,5.516551898234416497e-04,9.832260342217611618e-05,5.954180896346813746e-05,2.313730411699871467e-04,2.079198899057155638e-04,8.018285832178440086e-04,3.094728732493061255e-04,2.571779303511910648e-03,4.281269583528874724e-04,1.861315764247784520e-03,1.421162788802782543e-03,1.339158961856773411e-01,5.680888221535328186e-02,6.501948215019164035e-02,2.358031016014387748e-02,4.834248910524140130e-02,1.720049965123313443e-02,6.962995700951218891e-02,6.328993514322947718e-03,1.676093232618056789e-02,5.601156369289674725e-03,1.940585956287681907e-02,2.498920060499457401e-03,9.590528848959894645e-03,2.007233764224515462e-03,5.084319786730410184e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496136506656823446e-30,7.527750185473282936e-04,1.000035903091050725e-18,1.951638940656350452e-04,3.118547809788169622e-04,7.403643005077960846e-05,1.110589938025319679e-03,1.588785384597046324e-04,2.827453349984992547e-04,2.154307741470457460e-04,4.158257260792902086e-04,1.273839003586421713e-04,7.143669433116491951e-04,6.740396358731290556e-05,2.467909045756644143e-04,9.917370041392440370e-05,4.137492047249418997e-04,7.373382599693994760e-05,4.450572642480765770e-05,1.734548565473046516e-04,1.558107196706621351e-04,6.001591351939699085e-04,2.315368845138747011e-04,1.914810445705476078e-03,3.185563110885071179e-04,1.380640433464165638e-03,1.051802638733289686e-03,1.140705985684171281e-01,4.913297604116286660e-02,5.735030107412793232e-02,2.093096469246615021e-02,4.355285759097093923e-02,1.557416749875015910e-02,6.459923296501106360e-02,5.883569836590826080e-03,1.566799708289512427e-02,5.245565437850908952e-03,1.829562793481341598e-02,2.357947283159826310e-03,9.079598059165373478e-03,1.901613670522494430e-03,5.652258022344325283e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.068937683111046755e-03,0.000000000000000000e+00,5.363912511531729061e-04,8.571055745182644924e-04,2.034826186326224248e-04,3.034292351097756836e-03,4.338609824584135021e-04,7.713679571246360740e-04,5.872967398615556566e-04,1.131840339564941329e-03,3.465752152405830689e-04,1.937577223378543533e-03,1.827742314903098536e-04,6.685613830509325780e-04,2.685626967976517719e-04,1.118522923024007970e-03,1.992740776073315752e-04,1.193853088292983123e-04,4.684482519664103536e-04,4.204228126654284891e-04,1.615092755766706642e-03,6.224853843258311295e-04,5.088008908677169734e-03,8.451333185713670679e-04,3.633734434552372827e-03,2.751884156302870400e-03,1.585169465134570188e-01,6.398356513680043822e-02,6.989627057044414671e-02,2.499238585893445372e-02,4.984279048310139015e-02,1.757611100384759081e-02,6.880008851129187919e-02,6.236042549366077603e-03,1.639427586833983388e-02,5.465486693509867024e-03,1.878160682464233983e-02,2.416032318727262714e-03,9.235953050882431820e-03,1.931443119971989726e-03,4.560199829169141461e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.809319472085648313e-19,3.215754534830995629e-13,2.082396450224329491e-10,6.015534424315095872e-11,8.146349285418841903e-06,1.263761606757032875e-06,2.584903376406442390e-06,2.162426810412643843e-06,4.968954949336472127e-06,1.590877171512781223e-06,1.163236724451419387e-05,1.118095690879965769e-06,4.383667184235797482e-06,1.807046283414270144e-06,8.400901147567586968e-06,1.522713946099753193e-06,1.323692452070783014e-06,3.732420438193274139e-06,3.521494620655741190e-06,1.550929895111074702e-05,6.256414263090353537e-06,7.882437619796269055e-05,1.371468133589100233e-05,7.261113879274671819e-05,6.272896809170363012e-05,8.252496293247360559e-02,3.795407907256517083e-02,4.711704334124269117e-02,1.750469340939651147e-02,3.775749833354983404e-02,1.365618105723372805e-02,5.935825957909802997e-02,5.426261319872019429e-03,1.459317287264284661e-02,4.901430808384671725e-03,1.728843578358678357e-02,2.231270650768781352e-03,8.638508862978743624e-03,1.811259942470205353e-03,6.489291372151799742e-01
